Accident_ID,Date,Time,Location,Weather,Road_Type,Vehicle_Type,Driver_Age,Severity,Casualties,Speed_Limit
949,1852,1173,0,3,1,0,59,1,2,80
950,1853,762,2,3,2,0,30,0,3,40
951,1854,1041,2,0,0,0,60,1,4,40
952,1855,869,4,3,2,0,30,1,4,80
953,1856,1124,0,1,0,3,54,1,1,80
954,1857,1185,1,0,2,0,34,1,4,40
955,1858,832,0,1,0,0,45,2,4,80
957,1859,371,3,0,1,2,41,0,0,80
958,1860,848,0,1,0,0,31,0,3,80
959,1861,682,0,0,0,0,46,2,0,100
960,1862,585,2,0,2,2,54,1,4,100
961,1863,358,4,2,2,3,21,2,2,100
962,1864,753,1,2,1,3,66,1,2,60
963,1865,918,0,2,1,1,68,1,4,80
964,1866,528,3,1,2,3,49,2,3,60
965,1867,1017,0,1,1,0,28,2,3,60
966,1868,251,0,2,1,2,19,0,2,80
968,1869,1273,2,2,1,2,18,1,0,80
969,1870,927,2,3,1,1,62,2,0,80
970,1871,1407,1,2,2,2,67,2,3,80
971,1872,951,1,3,0,0,69,1,2,60
972,1873,435,0,2,0,1,58,0,1,80
973,1874,81,1,0,1,0,33,2,3,80
974,1875,761,4,3,1,2,40,2,4,60
975,1876,1116,0,1,2,3,21,1,2,60
976,1877,574,1,2,2,3,52,2,2,100
977,1878,213,2,2,2,2,60,1,2,40
979,1879,61,2,2,2,3,69,1,0,80
980,1880,519,4,3,0,2,57,2,0,100
981,1881,105,1,3,1,0,55,1,4,60
982,1882,1267,3,1,2,1,46,2,2,60
983,1883,1257,0,2,1,3,28,2,3,60
984,1884,1109,3,2,0,2,27,2,4,60
985,1885,664,2,3,2,3,63,1,0,60
986,1886,402,0,0,0,2,60,2,1,60
987,1887,328,3,1,0,1,26,1,2,100
988,1888,784,0,3,1,2,45,0,2,60
990,1889,249,2,1,0,2,34,1,2,100
991,1890,1346,4,1,1,3,36,2,2,60
992,1891,328,3,1,2,0,32,0,0,60
993,1892,455,3,1,0,3,48,0,2,40
994,1893,60,1,3,2,2,67,0,3,40
995,1894,96,0,1,1,2,54,1,1,100
996,1895,695,4,2,0,1,34,0,1,40
997,1896,893,3,0,2,1,54,2,1,60
998,1897,797,4,0,1,1,26,1,2,80
999,1898,852,4,3,0,3,40,0,4,100
1002,1899,728,3,0,0,2,53,0,1,100
1003,1900,1431,1,0,0,1,53,2,0,100
1004,1901,772,2,0,0,2,38,1,2,40
1005,1902,1023,0,0,2,3,64,1,2,80
1006,1903,1373,0,2,2,0,22,1,3,60
1007,1904,723,0,0,2,1,45,2,1,60
1008,1905,1080,2,0,2,0,18,0,1,100
1009,1906,575,2,3,0,0,47,2,2,40
1010,1907,300,1,0,2,3,55,0,1,80
1011,1908,364,4,1,2,0,61,0,2,80
1013,1909,1206,3,1,0,2,21,1,4,80
1014,1910,545,3,2,2,2,55,1,2,80
1015,1911,640,0,2,0,1,57,0,3,60
1016,1912,1321,2,2,2,2,55,0,1,100
1017,1913,303,2,2,0,3,62,2,2,60
1018,1914,1176,4,2,1,3,43,1,2,40
1019,1915,1023,0,0,0,3,35,2,2,60
1020,1916,34,3,3,0,0,61,1,0,100
1021,1917,690,3,2,2,0,58,1,4,60
1022,1918,507,2,2,2,1,22,2,3,60
1024,1919,595,4,1,1,1,21,1,3,80
1025,1920,701,0,3,1,0,64,1,0,60
1026,1921,301,2,2,0,1,57,1,4,100
1027,1922,1026,1,0,2,0,69,2,0,60
1028,1923,211,2,3,1,1,62,0,2,60
1029,1924,483,4,0,2,3,27,0,0,40
1030,1925,1053,0,1,1,0,54,1,0,80
1031,1926,1112,0,2,2,2,43,1,1,60
1032,1927,296,0,2,0,2,65,0,0,80
1033,1928,1039,2,3,0,1,63,1,2,40
1035,1929,707,4,0,0,1,30,0,1,80
1036,1930,464,1,1,0,2,54,1,2,60
1037,1931,379,4,2,1,0,24,0,3,80
1038,1932,1421,2,1,1,2,51,2,3,100
1039,1933,412,1,3,1,0,54,0,2,100
1040,1934,1223,1,0,2,0,47,0,4,60
1041,1935,1067,3,1,1,0,33,2,4,80
1042,1936,851,2,2,2,1,37,0,1,40
1043,1937,1318,1,0,2,2,46,0,1,80
1044,1938,519,0,3,2,0,26,0,2,80
1046,1939,721,0,2,2,2,56,0,3,60
1047,1940,1433,0,3,0,2,41,1,3,60
1048,1941,460,3,1,2,0,28,2,4,40
1049,1942,1217,0,2,0,1,62,0,4,60
1050,1943,524,4,2,1,1,29,2,4,80
1051,1944,340,4,3,0,0,40,1,1,100
1052,1945,212,2,3,1,1,56,0,3,60
1053,1946,1223,4,3,2,3,67,0,4,100
1054,1947,370,3,3,1,3,55,0,4,100
1055,1948,240,3,1,0,3,65,0,1,80
1057,1949,683,4,3,1,3,21,0,4,60
1058,1950,528,1,1,2,0,21,0,4,100
1059,1951,979,0,0,2,3,43,2,4,40
1060,1952,65,2,3,2,2,62,1,3,80
1061,1953,65,2,1,1,2,44,0,0,40
1062,1954,1330,0,2,1,0,27,2,3,60
1063,1955,81,3,0,2,1,25,2,2,80
1064,1956,71,2,2,2,0,21,0,2,40
1065,1957,788,1,1,1,2,50,0,0,80
1066,1958,407,3,2,0,0,34,2,0,100
1068,1959,25,0,2,1,2,29,0,2,80
1069,1960,303,0,3,2,2,46,1,0,60
1070,1961,398,4,0,1,0,26,2,0,40
1071,1962,918,0,0,2,0,32,2,2,100
1072,1963,625,1,2,2,1,37,1,4,60
1073,1964,183,4,0,1,0,48,2,3,80
1074,1965,308,0,1,0,2,47,2,3,40
1075,1966,1106,1,2,0,3,42,2,2,80
1076,1967,843,0,3,0,2,45,2,0,40
1077,1968,446,3,0,2,1,48,1,2,60
1079,1969,477,2,2,1,1,48,2,4,60
1080,1970,1361,1,2,0,0,42,0,2,80
1081,1971,1070,2,1,1,2,45,1,0,40
1082,1972,1020,1,2,0,1,25,0,1,100
1083,1973,27,4,1,0,3,32,0,3,40
1084,1974,743,3,0,2,3,26,0,3,40
1085,1975,206,4,3,2,2,66,1,1,80
1086,1976,168,3,1,1,3,54,2,4,40
1087,1977,708,1,1,1,1,45,0,2,80
1088,1978,24,2,2,2,1,18,1,2,80
1090,1979,1214,4,1,1,0,21,0,1,60
1091,1980,1018,1,3,2,2,39,1,3,60
1092,1981,74,1,1,0,0,44,2,3,40
1093,1982,869,4,1,0,2,30,0,4,60
1094,1983,595,4,0,1,3,66,2,2,100
1095,1984,382,2,2,0,2,53,2,1,100
1096,1985,5,4,1,2,1,29,2,2,100
1097,1986,705,4,2,2,3,34,0,1,80
1098,1987,1033,1,0,1,0,28,1,2,40
1099,1988,1198,4,2,0,1,48,1,0,100
1101,1989,537,2,3,0,3,61,0,0,40
1102,1990,1204,3,3,0,3,49,2,3,40
1103,1991,533,3,3,2,1,41,1,4,60
1104,1992,1031,3,0,2,1,44,2,2,40
1105,1993,1031,4,2,1,1,64,2,4,100
1106,1994,731,4,0,0,2,30,0,0,40
1107,1995,822,2,2,0,0,52,1,4,40
1108,1996,217,1,3,1,3,21,0,3,40
1109,1997,222,3,0,1,3,30,1,1,60
1110,1998,963,1,1,1,2,57,0,0,80
1114,1999,28,3,1,1,2,47,2,2,40
1115,2000,1116,3,1,2,2,26,2,4,100
1116,2001,1417,1,3,0,1,37,1,1,100
1117,2002,1089,0,2,0,3,37,1,1,40
1118,2003,186,0,2,2,1,47,1,3,80
1119,2004,1187,0,0,2,1,54,0,0,40
1120,2005,1116,0,3,0,3,27,2,4,60
1121,2006,1200,4,3,1,3,31,1,4,40
1122,2007,548,2,3,0,2,22,1,2,80
1123,2008,1238,1,1,0,2,46,2,0,100
1125,2009,110,3,0,1,0,57,0,1,100
1126,2010,605,1,2,2,2,60,0,4,100
1127,2011,670,0,2,2,1,23,2,2,80
1128,2012,987,0,2,1,3,36,0,1,80
1129,2013,143,2,1,1,0,37,0,1,80
1130,2014,1277,4,3,1,0,42,0,3,60
1131,2015,1079,2,1,0,0,34,2,3,80
1132,2016,738,2,0,0,3,54,1,4,40
1133,2017,862,4,2,1,0,39,2,2,40
1134,2018,917,0,1,1,1,32,1,2,100
1136,2019,1393,2,1,2,0,27,1,2,60
1137,2020,134,4,2,1,2,61,1,1,100
1138,2021,719,4,1,2,2,46,1,1,60
1139,2022,1278,0,2,2,0,43,1,1,40
1140,2023,971,0,2,0,3,58,0,0,100
1141,2024,211,1,0,1,3,32,2,2,40
1142,2025,28,3,3,0,0,39,0,4,40
1143,2026,197,3,1,1,0,58,0,4,60
1144,2027,96,1,3,1,3,52,1,1,80
1145,2028,1333,4,2,2,3,53,1,3,100
1147,2029,992,1,2,2,1,29,2,2,80
1148,2030,1202,2,0,1,0,55,2,2,80
1149,2031,788,2,1,2,3,19,0,1,40
1150,2032,234,2,2,1,3,67,2,0,40
1151,2033,1163,3,3,1,2,32,1,4,80
1152,2034,921,1,1,2,0,30,2,0,40
1153,2035,472,4,0,2,0,30,1,4,100
1154,2036,407,3,3,1,2,66,1,4,60
1155,2037,1303,2,3,2,3,19,2,2,60
1156,2038,449,3,0,0,2,47,1,2,100
1158,2039,1011,0,2,1,0,38,0,1,80
1159,2040,1277,3,1,1,0,50,2,4,60
1160,2041,192,4,0,2,3,68,1,2,80
1161,2042,383,2,1,0,0,22,0,0,80
1162,2043,285,4,2,2,3,47,1,3,60
1163,2044,62,1,0,0,2,26,2,2,40
1164,2045,1146,2,1,1,1,67,1,1,40
1165,2046,1248,2,0,2,3,63,2,3,40
1166,2047,227,1,2,0,2,66,1,1,40
1167,2048,996,4,3,0,0,53,2,4,100
1169,2049,531,1,2,2,2,50,2,0,40
1170,2050,1322,4,3,0,3,60,1,0,40
1171,2051,1226,4,1,2,2,31,1,2,40
1172,2052,28,2,3,0,1,55,0,4,100
1173,2053,361,2,2,0,2,47,1,0,60
1174,2054,80,4,1,0,1,44,2,3,100
1175,2055,1097,4,2,2,0,42,0,0,40
1176,2056,370,1,3,0,1,19,2,4,80
1177,2057,787,1,3,1,0,61,1,1,40
1178,2058,1087,0,3,0,0,30,1,3,60
1180,2059,594,2,0,0,1,67,2,0,80
1181,2060,970,4,2,0,3,33,2,1,80
1182,2061,504,3,3,1,2,28,1,1,100
1183,2062,89,2,2,2,3,52,2,3,60
1184,2063,321,4,0,1,0,34,0,4,40
1185,2064,1256,4,1,2,0,47,2,1,40
1186,2065,946,4,2,2,2,69,0,1,80
1187,2066,819,3,1,1,0,67,0,0,80
1188,2067,1159,3,2,0,0,63,0,0,40
1189,2068,392,0,1,0,2,52,1,3,80
1191,2069,427,3,0,1,3,49,1,1,40
1192,2070,339,1,2,0,2,42,0,0,100
1193,2071,67,2,1,2,1,45,0,3,40
1194,2072,563,0,3,2,0,61,2,3,60
1195,2073,1393,4,1,1,3,23,1,0,80
1196,2074,633,1,0,1,3,37,1,0,100
1197,2075,1417,0,3,0,1,19,1,1,100
1198,2076,1137,3,3,2,3,66,2,2,100
1199,2077,514,1,0,2,0,64,2,1,80
1200,2078,508,0,3,2,1,56,0,2,80
1202,2079,1083,1,1,0,1,55,2,3,60
1203,2080,1232,4,0,0,2,56,2,0,100
1204,2081,571,0,1,1,0,33,1,2,40
1205,2082,748,3,2,0,1,23,2,2,60
1206,2083,161,3,1,2,2,44,0,4,80
1207,2084,58,2,3,2,0,38,2,3,60
1208,2085,923,3,2,1,0,33,1,0,60
1209,2086,1326,0,0,1,2,53,1,2,60
1210,2087,1399,4,3,1,1,59,0,3,60
1211,2088,920,1,0,2,3,25,2,2,100
1213,2089,146,0,2,0,3,43,2,2,60
1214,2090,577,1,0,2,1,46,1,1,80
1215,2091,1086,4,2,0,0,65,1,4,100
1216,2092,492,3,3,0,1,36,0,1,80
1217,2093,1342,2,3,2,2,27,0,2,40
1218,2094,186,2,3,1,1,35,0,0,100
1219,2095,1395,4,2,0,3,21,1,4,60
1220,2096,1114,4,1,1,3,36,2,4,40
1221,2097,209,3,0,1,1,63,0,0,60
1222,2098,167,4,0,1,1,32,2,3,60
1225,2099,1295,0,0,1,0,23,0,2,100
1226,2100,1294,3,2,2,0,20,1,1,100
1227,2101,1240,4,3,1,3,57,2,2,100
1228,2102,1336,0,2,0,1,20,2,2,40
1229,2103,274,2,0,0,1,32,2,2,60
1230,2104,1199,2,1,1,0,68,2,2,40
1231,2105,776,0,2,1,3,27,0,2,80
1232,2106,726,0,1,2,2,57,0,4,100
1233,2107,355,2,3,1,1,57,1,0,80
1234,2108,1415,2,3,0,3,56,1,2,100
1236,2109,50,3,1,1,0,67,2,1,80
1237,2110,217,2,0,0,1,66,0,0,40
1238,2111,1400,0,1,2,1,33,1,0,40
1239,2112,264,4,0,1,0,21,1,1,40
1240,2113,241,2,2,1,3,53,0,1,100
1241,2114,863,2,3,2,1,42,0,0,40
1242,2115,692,4,0,2,3,21,2,0,100
1243,2116,4,3,1,2,0,43,0,0,80
1244,2117,1311,0,0,1,2,46,2,3,100
1245,2118,928,1,1,1,3,32,0,4,100
1247,2119,1278,4,1,1,0,40,1,3,40
1248,2120,489,3,2,1,3,22,0,1,80
1249,2121,1274,0,2,0,1,27,2,1,60
1250,2122,1211,3,3,0,2,53,2,3,40
1251,2123,1413,3,1,2,2,48,0,0,60
1252,2124,674,3,3,2,1,23,0,3,40
1253,2125,116,3,0,1,1,55,2,3,60
1254,2126,599,2,2,2,3,54,0,4,80
1255,2127,1372,2,1,1,1,32,0,4,60
1256,2128,272,2,2,2,3,24,1,2,80
1258,2129,1327,2,1,2,2,41,2,4,80
1259,2130,644,0,0,2,3,63,1,0,40
1260,2131,1021,2,2,1,3,38,0,0,40
1261,2132,1337,3,2,1,2,52,0,2,80
1262,2133,1243,2,0,1,3,49,1,4,60
1263,2134,561,1,2,0,1,27,2,3,60
1264,2135,904,2,3,0,3,22,0,4,60
1265,2136,256,2,3,0,3,24,2,2,100
1266,2137,938,2,0,1,2,31,2,0,40
1267,2138,318,4,1,0,1,61,1,3,80
1269,2139,434,0,0,2,0,44,2,4,60
1270,2140,285,1,3,0,2,54,1,4,80
1271,2141,976,3,2,2,2,57,1,3,40
1272,2142,942,4,1,0,3,61,1,3,40
1273,2143,1048,1,2,0,3,21,1,4,60
1274,2144,803,2,2,2,3,24,1,1,40
1275,2145,650,1,3,0,2,64,0,4,40
1276,2146,1093,4,2,1,3,27,2,0,80
1277,2147,628,3,3,0,2,59,2,1,80
1278,2148,556,2,0,2,0,53,2,0,80
1280,2149,260,3,3,0,0,50,2,2,80
1281,2150,172,1,1,2,0,55,0,4,100
1282,2151,8,2,0,2,2,64,2,2,40
1283,2152,850,4,0,0,3,55,2,2,80
1284,2153,119,2,2,2,0,33,0,4,100
1285,2154,209,1,0,1,3,64,0,1,80
1286,2155,954,0,2,1,3,43,2,1,100
1287,2156,963,1,2,0,0,19,1,2,100
1288,2157,734,0,3,2,3,57,1,4,60
1289,2158,251,0,2,1,1,19,0,4,100
1291,2159,1137,1,2,2,1,25,0,1,100
1292,2160,288,3,2,1,1,34,1,3,100
1293,2161,100,4,0,1,1,59,2,2,80
1294,2162,603,2,3,1,2,33,0,0,80
1295,2163,189,2,0,0,0,49,2,0,40
1296,2164,64,2,2,0,0,69,2,0,40
1297,2165,153,3,2,0,2,62,2,4,80
1298,2166,752,2,2,1,2,23,0,0,80
1299,2167,712,1,3,1,1,31,1,1,80
1300,2168,1412,0,2,0,2,21,0,1,100
1302,2169,974,3,2,2,3,42,2,1,80
1303,2170,965,4,1,2,1,36,0,1,100
1304,2171,621,1,1,2,3,42,1,2,100
1305,2172,909,4,1,1,1,50,0,0,100
1306,2173,642,1,2,2,0,29,1,3,40
1307,2174,1330,0,1,1,3,64,2,1,80
1308,2175,1203,0,1,2,1,35,1,0,100
1309,2176,1371,2,2,0,3,26,0,1,60
1310,2177,940,2,3,1,2,52,0,3,100
1311,2178,629,4,3,1,2,19,1,3,80
1313,2179,1275,1,3,1,3,44,0,4,60
1314,2180,980,0,1,1,2,52,0,1,60
1315,2181,22,0,0,1,0,52,1,2,60
1316,2182,1133,1,0,1,1,39,0,3,100
1317,2183,932,2,2,1,2,62,0,3,60
1318,2184,598,2,2,1,2,59,2,0,80
1319,2185,339,1,3,0,3,20,2,3,40
1320,2186,399,1,2,1,2,65,2,0,100
1321,2187,499,2,2,0,3,66,2,1,40
1322,2188,838,1,0,2,2,37,0,3,40
1324,2189,1326,2,0,1,2,59,1,0,100
1325,2190,155,1,0,1,2,57,0,3,60
1326,2191,882,0,2,0,1,36,1,2,60
1327,2192,34,2,2,1,0,50,2,3,40
1328,2193,477,2,0,2,0,65,2,4,60
1329,2194,1286,4,1,0,3,46,0,2,60
1330,2195,223,0,1,1,3,36,2,0,100
1331,2196,448,0,1,1,1,28,2,1,100
1332,2197,761,4,2,1,1,62,1,0,40
1333,2198,1229,3,1,1,0,37,0,4,100
1336,2199,78,1,0,0,3,41,2,4,100
1337,2200,1297,3,3,2,1,54,1,0,100
1338,2201,304,0,1,2,3,50,0,3,40
1339,2202,571,2,1,1,1,69,0,2,60
1340,2203,146,3,3,0,2,24,2,1,100
1341,2204,1277,0,3,0,2,47,0,4,60
1342,2205,337,1,3,2,3,29,2,3,80
1343,2206,340,2,2,0,2,47,2,1,40
1344,2207,1070,1,1,0,0,33,1,1,80
1345,2208,1399,1,1,2,3,39,1,0,80
1347,2209,1369,4,2,1,1,47,0,3,100
1348,2210,549,1,3,2,1,43,1,0,60
1349,2211,252,0,0,1,1,39,2,4,40
1350,2212,960,3,3,2,3,52,2,1,100
1351,2213,503,0,0,0,3,57,2,0,40
1352,2214,838,2,1,0,3,54,0,4,100
1353,2215,247,0,0,0,2,48,2,4,80
1354,2216,623,1,1,1,0,30,1,3,40
1355,2217,157,2,0,2,1,65,1,2,80
1356,2218,321,0,2,2,1,27,0,2,100
1358,2219,882,4,2,0,2,46,0,4,40
1359,2220,1099,1,3,2,1,43,2,1,40
1360,2221,20,1,2,2,2,65,2,4,40
1361,2222,1374,3,0,0,2,52,2,3,40
1362,2223,775,2,0,0,2,60,0,2,80
1363,2224,1356,2,1,2,1,37,2,2,80
1364,2225,42,2,0,2,0,37,1,2,60
1365,2226,691,3,3,2,2,46,2,2,60
1366,2227,948,1,2,1,3,67,1,4,40
1367,2228,1427,4,1,1,2,27,1,1,60
1369,2229,533,4,3,2,0,31,2,1,60
1370,2230,427,4,2,2,1,19,1,2,80
1371,2231,590,2,0,1,2,20,0,0,40
1372,2232,974,2,1,2,3,26,0,4,40
1373,2233,476,4,2,0,1,60,2,2,100
1374,2234,465,2,0,0,2,55,2,0,60
1375,2235,329,0,1,2,1,48,1,3,80
1376,2236,1425,2,3,0,3,25,0,2,100
1377,2237,1010,0,2,0,2,58,1,3,40
1378,2238,1305,2,0,0,3,27,0,1,60
1380,2239,868,2,3,1,3,37,2,2,40
1381,2240,363,2,1,1,2,34,1,1,100
1382,2241,106,1,1,2,1,24,1,3,100
1383,2242,176,3,3,0,1,32,0,4,40
1384,2243,417,4,2,1,2,51,0,4,40
1385,2244,595,1,2,2,1,65,1,3,60
1386,2245,607,2,1,2,1,31,1,1,60
1387,2246,243,4,0,1,3,43,0,0,60
1388,2247,545,1,1,2,3,64,2,1,100
1389,2248,1360,2,1,0,1,66,1,4,100
1391,2249,1317,4,1,0,0,30,2,0,60
1392,2250,417,1,3,0,2,66,1,0,60
1393,2251,814,1,2,2,1,25,1,3,60
1394,2252,1110,3,3,1,3,43,0,2,80
1395,2253,807,4,2,2,0,60,1,4,40
1396,2254,1157,4,2,0,3,25,1,1,80
1397,2255,1155,2,3,1,2,48,0,0,60
1398,2256,1079,2,1,0,2,35,0,0,40
1399,2257,1318,3,3,2,2,59,1,3,100
1400,2258,1291,3,3,0,3,41,0,4,60
1402,2259,1424,1,0,1,2,52,1,1,60
1403,2260,525,1,0,0,0,65,1,0,40
1404,2261,322,0,0,1,2,22,2,1,80
1405,2262,1057,1,0,1,3,45,0,3,80
1406,2263,48,3,2,0,2,29,2,1,80
1407,2264,825,2,1,0,2,63,2,2,80
1408,2265,678,1,1,1,2,64,0,2,40
1409,2266,1193,4,0,2,3,59,2,4,60
1410,2267,505,4,1,1,1,31,1,1,100
1411,2268,485,3,3,2,3,65,0,0,60
1413,2269,230,1,0,2,1,40,0,2,80
1414,2270,1306,3,0,0,1,44,0,1,80
1415,2271,377,2,3,0,1,59,1,2,80
1416,2272,283,3,3,0,3,25,1,2,80
1417,2273,795,1,2,0,3,25,2,1,60
1418,2274,373,1,1,1,1,52,0,0,80
1419,2275,413,0,3,2,3,66,0,1,60
1420,2276,302,1,1,0,0,27,1,3,40
1421,2277,490,3,1,0,0,65,0,0,40
1422,2278,69,3,0,1,3,62,1,1,60
1424,2279,516,1,1,2,2,45,0,4,100
1425,2280,1303,0,2,1,0,25,2,1,80
1426,2281,1219,4,2,2,3,56,1,3,40
1427,2282,845,1,1,1,1,38,2,2,60
1428,2283,447,3,0,0,0,68,2,3,100
1429,2284,193,0,3,2,1,50,0,4,80
1430,2285,1255,3,1,2,2,55,0,1,60
1431,2286,1094,0,3,2,3,68,2,0,80
1432,2287,396,3,3,1,1,50,0,2,80
1433,2288,1375,2,3,2,0,23,0,4,60
1435,2289,1195,4,2,1,2,20,1,0,60
1436,2290,481,1,3,1,1,43,2,2,100
1437,2291,996,4,1,0,1,60,2,1,40
1438,2292,159,3,2,2,3,37,2,3,40
1439,2293,1201,3,2,1,1,35,1,3,80
1440,2294,727,2,1,1,2,57,1,1,80
1441,2295,360,1,3,0,1,20,2,2,80
1442,2296,349,4,3,2,1,58,0,1,100
1443,2297,970,3,3,2,2,67,0,2,40
1444,2298,105,4,2,0,0,35,2,4,40
1447,2299,231,1,1,1,1,19,0,3,100
1448,2300,1389,2,2,2,2,55,1,0,40
1449,2301,1398,4,2,1,2,46,2,3,80
1450,2302,136,3,2,1,3,59,0,4,80
1451,2303,917,0,2,0,1,31,0,3,100
1452,2304,600,2,0,0,3,29,2,4,100
1453,2305,723,2,2,0,2,19,2,4,80
1454,2306,1248,3,2,0,2,23,1,0,60
1455,2307,208,2,3,2,1,53,1,3,60
1456,2308,1434,2,3,2,2,67,1,1,100
1458,2309,319,1,2,0,3,42,2,2,80
1459,2310,195,3,2,0,3,61,1,3,40
1460,2311,728,4,3,1,3,67,1,4,100
1461,2312,1436,0,2,2,0,52,0,4,60
1462,2313,349,2,0,0,1,52,2,4,100
1463,2314,167,1,3,0,1,30,1,3,60
1464,2315,1321,3,3,1,3,65,2,1,40
1465,2316,265,0,2,2,0,68,1,1,60
1466,2317,1252,0,0,2,3,28,2,3,100
1467,2318,605,4,0,0,3,21,0,3,60
1469,2319,667,4,2,1,3,36,0,0,80
1470,2320,401,1,1,1,1,24,1,2,80
1471,2321,593,3,1,0,3,65,0,4,80
1472,2322,1206,3,1,0,3,26,2,0,80
1473,2323,652,0,3,1,3,35,0,2,100
1474,2324,985,4,1,2,1,53,1,2,100
1475,2325,544,0,1,0,0,37,2,2,80
1476,2326,1025,1,0,1,3,63,2,0,40
1477,2327,1309,0,2,0,3,44,2,1,80
1478,2328,692,0,0,1,0,61,2,1,80
1480,2329,680,0,2,2,1,32,0,4,60
1481,2330,11,2,3,0,0,61,0,4,60
1482,2331,362,3,0,1,2,27,1,1,60
1483,2332,666,3,1,1,2,65,1,1,60
1484,2333,794,0,1,0,3,50,0,2,100
1485,2334,1124,4,2,2,1,33,1,3,40
1486,2335,877,3,3,2,0,69,1,2,80
1487,2336,964,0,2,2,0,31,1,3,40
1488,2337,743,1,0,2,3,37,1,2,80
1489,2338,1106,2,1,2,2,26,1,1,60
1491,2339,521,2,2,2,2,18,1,4,100
1492,2340,902,4,0,2,2,34,2,1,40
1493,2341,129,1,2,0,1,26,2,2,40
1494,2342,27,0,2,2,2,62,2,3,40
1495,2343,1308,2,3,2,1,45,0,2,80
1496,2344,401,0,0,2,2,54,1,0,40
1497,2345,113,2,3,1,3,37,0,4,80
1498,2346,1086,3,3,1,0,61,0,2,80
1499,2347,949,2,3,0,2,59,1,4,60
1500,2348,597,0,3,0,0,25,1,0,80
1502,2349,1368,1,0,0,0,65,2,1,80
1503,2350,416,2,0,2,1,44,0,1,40
1504,2351,106,2,1,1,0,66,1,4,100
1505,2352,911,2,2,1,0,62,1,1,60
1506,2353,538,2,2,0,2,66,2,0,80
1507,2354,77,3,0,1,2,28,0,4,40
1508,2355,1383,4,2,2,3,32,0,1,60
1509,2356,1249,2,0,0,1,57,0,2,60
1510,2357,1071,2,3,2,1,41,1,2,40
1511,2358,854,4,2,2,2,21,1,0,60
1513,2359,1042,0,3,2,2,52,0,3,80
1514,2360,777,2,2,1,3,55,1,4,80
1515,2361,863,0,0,0,3,51,2,4,40
1516,2362,829,0,1,0,2,42,1,4,80
1517,2363,1169,2,0,2,1,68,1,0,60
1518,2364,212,0,3,1,2,42,2,1,60
1519,2365,1353,4,3,2,3,69,1,1,60
1520,2366,947,0,0,2,0,44,0,2,100
1521,2367,1184,0,0,1,1,43,1,0,60
1522,2368,825,3,1,1,3,51,1,3,100
1524,2369,1280,0,1,1,3,46,0,1,60
1525,2370,1186,1,2,1,1,35,1,0,40
1526,2371,902,3,1,1,1,51,2,3,40
1527,2372,475,2,1,2,2,56,2,2,80
1528,2373,285,1,1,0,0,25,0,4,80
1529,2374,883,4,2,0,1,38,2,2,60
1530,2375,745,0,0,0,2,47,0,3,80
1531,2376,262,2,3,0,1,45,0,4,40
1532,2377,72,4,0,1,0,22,1,3,80
1533,2378,471,3,3,1,0,41,0,4,100
1535,2379,916,0,2,1,1,42,1,3,60
1536,2380,631,3,0,1,0,56,0,0,80
1537,2381,1022,0,3,1,1,55,0,2,60
1538,2382,1132,1,1,1,0,69,0,4,80
1539,2383,282,1,0,1,2,21,0,0,80
1540,2384,453,2,1,1,2,63,0,4,80
1541,2385,890,4,0,2,2,31,0,0,80
1542,2386,922,3,1,1,2,19,2,3,60
1543,2387,418,2,1,2,1,51,2,4,80
1544,2388,546,0,0,2,2,49,2,0,100
1546,2389,780,3,3,1,3,24,0,2,100
1547,2390,45,1,2,1,3,35,1,4,80
1548,2391,195,4,2,1,1,20,0,1,80
1549,2392,108,4,0,2,3,53,2,0,80
1550,2393,254,3,0,2,1,42,1,2,100
1551,2394,111,0,2,2,3,65,1,0,80
1552,2395,105,2,0,1,1,44,2,3,40
1553,2396,416,0,3,0,2,50,1,1,100
1554,2397,557,4,0,1,3,29,0,4,60
1555,2398,1430,0,1,0,1,27,2,1,100
1558,2399,419,0,1,0,2,24,1,3,100
1559,2400,693,0,3,2,3,38,0,2,40
1560,2401,980,2,3,0,3,61,0,2,80
1561,2402,1181,1,1,2,1,58,0,0,100
1562,2403,1263,4,0,1,0,38,0,1,80
1563,2404,376,0,1,0,3,38,2,0,80
1564,2405,981,2,2,1,3,43,2,4,100
1565,2406,309,1,0,1,3,41,0,3,60
1566,2407,46,3,2,0,2,41,2,3,60
1567,2408,1406,3,0,1,1,26,1,1,100
1569,2409,1014,0,2,2,3,49,0,0,40
1570,2410,1181,4,3,0,3,55,0,2,40
1571,2411,1031,0,0,0,2,28,1,2,80
1572,2412,727,4,2,1,1,18,2,4,80
1573,2413,1089,2,3,1,2,64,2,0,60
1574,2414,1176,2,3,1,1,48,2,4,100
1575,2415,337,0,1,1,2,42,2,1,60
1576,2416,552,0,0,2,2,60,1,3,100
1577,2417,298,3,3,2,3,47,1,2,60
1578,2418,59,4,0,1,3,45,1,1,100
1580,2419,1150,3,2,2,0,63,1,4,60
1581,2420,990,1,2,2,2,47,0,1,60
1582,2421,208,1,2,2,2,25,1,4,100
1583,2422,444,0,3,1,3,37,0,0,40
1584,2423,305,2,0,0,3,18,1,4,80
1585,2424,115,4,0,1,1,56,2,3,100
1586,2425,1430,1,1,2,1,63,2,2,80
1587,2426,1004,0,1,2,2,62,2,2,60
